City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,Hirānagar,32.45,75.2667,64.36,28,18,4.97,IN,1672119410
292,Quang Ngai,15.1167,108.8,75.06,68,76,8.68,VN,1672119411
293,Romodanovo,54.4275,45.3296,11.89,93,100,5.91,RU,1672119411
294,Jalu,29.0331,21.5482,53.92,68,0,5.23,LY,1672119412
295,Sidrolândia,-20.9319,-54.9614,71.58,72,7,2.84,BR,1672119413
296,Chicama,-7.8447,-79.1469,64.94,75,79,2.95,PE,1672119414
297,Sampit,-2.5333,112.95,84.74,67,100,5.23,ID,1672119415
298,Taebla,58.9547,23.7419,33.87,90,100,9.62,EE,1672119417
299,Santa Rosa,14.3122,121.1114,81.1,68,91,14.76,PH,1672119417
300,Manali,13.1667,80.2667,86.09,71,23,7.61,IN,1672119418
301,Kuching,1.55,110.3333,87.13,71,40,9.22,MY,1672119418
302,Pahrump,36.2083,-115.9839,52.95,43,82,7.23,US,1672119419
303,Husavik,66.0449,-17.3389,12.58,85,96,9.35,IS,1672119419
304,Stende,57.15,22.5333,34.88,84,90,11.65,LV,1672119420
305,Casas Grandes,30.3667,-107.95,44.01,42,0,4.74,MX,1672119420
306,Örnsköldsvik,63.2909,18.7153,31.15,100,100,12.66,SE,1672119421
307,Tazovsky,67.4667,78.7,4.98,96,100,5.64,RU,1672119422
308,Malartic,48.1335,-78.1328,1.51,97,100,4.99,CA,1672119422
309,Caceres,39.522,-6.3748,47.01,90,10,2.21,ES,1672119423
310,Palmital,-22.7889,-50.2175,67.5,96,0,5.1,BR,1672119424
311,Vila Velha,-20.3297,-40.2925,73.35,96,75,3.44,BR,1672119425
312,Zorritos,-3.6805,-80.6782,72.45,80,54,6.46,PE,1672119426
313,Ha Tinh,18.3333,105.9,69.08,82,94,3.36,VN,1672119128
314,San Matías,-16.3667,-58.4,74.82,85,74,3.38,BO,1672119427
315,Meulaboh,4.1363,96.1285,84.25,65,91,5.35,ID,1672119427
316,Iqaluit,63.7506,-68.5145,19.13,58,75,12.66,CA,1672119428
317,Chosica,-11.9431,-76.7094,62.83,83,100,2.21,PE,1672119428
318,Kautokeino,69.0125,23.0412,24.78,93,100,23.91,NO,1672119429
319,Chauk,20.8833,94.8167,81.59,31,0,4.36,MM,1672119429
320,Sechura,-5.5569,-80.8222,69.33,79,58,5.46,PE,1672119430
321,Touros,-5.1989,-35.4608,77.07,80,43,8.81,BR,1672119430
322,Ucluelet,48.9329,-125.5528,49.08,92,100,20.92,CA,1672119431
323,Sisimiut,66.9395,-53.6735,10.67,54,8,12.3,GL,1672119432
324,Karachi,24.9056,67.0822,67.82,40,0,9.22,PK,1672119304
325,Pergamino,-33.89,-60.5736,67.17,43,0,6.78,AR,1672119433
326,Kiryat Gat,31.61,34.7642,56.08,100,63,15.21,IL,1672119241
327,Korla,41.7597,86.1469,24.44,36,0,3.76,CN,1672119154
328,Ancud,-41.8697,-73.8203,45.25,82,8,5.48,CL,1672119436
329,Beaupré,47.0443,-70.8953,25.66,92,100,3.44,CA,1672119437
330,Kango,0.1943,10.0951,74.5,96,35,0.18,GA,1672119438
331,Nuuk,64.1835,-51.7216,11.43,66,41,8.34,GL,1672119439
332,São Miguel do Araguaia,-13.275,-50.1628,68.13,98,100,3.85,BR,1672119440
333,Cássia,-20.5831,-46.9219,65.89,97,100,2.44,BR,1672119441
334,Vega de Alatorre,20.0333,-96.6333,62.92,87,26,6.02,MX,1672119441
335,Kovylkino,54.0388,43.9139,19.42,95,100,8.5,RU,1672119442
336,Sinnamary,5.3833,-52.95,76.33,86,82,12.8,GF,1672119443
337,Hong Kong,22.2855,114.1577,70.97,62,22,10.0,HK,1672119357
338,Nagato,34.3833,131.2,50.76,60,65,6.46,JP,1672119445
339,Vertientes,21.2594,-78.1464,72.21,95,57,5.7,CU,1672119445
340,Bagdarin,54.4333,113.6,5.61,79,100,2.68,RU,1672119446
341,Belmonte,-15.8631,-38.8828,73.44,88,88,3.15,BR,1672119447
342,Aksha,50.2814,113.2867,12.11,78,100,10.89,RU,1672119448
343,Bilma,18.6853,12.9164,58.96,36,0,7.02,NE,1672119448
344,Pevek,69.7008,170.3133,-14.04,100,100,3.67,RU,1672119450
345,Teguise,29.0605,-13.564,68.22,56,100,26.46,ES,1672119451
346,Belaya Gora,68.5333,146.4167,-24.34,96,99,5.41,RU,1672119452
347,Campo Largo,-25.4586,-49.5283,67.53,97,61,3.36,BR,1672119453
348,Aksarka,66.5606,67.7975,1.26,93,96,4.43,RU,1672119453
349,Anaconda,46.1285,-112.9423,34.79,85,79,7.25,US,1672119454
350,Coquimbo,-29.9533,-71.3436,62.33,67,0,6.91,CL,1672119455
351,Port Macquarie,-31.4333,152.9167,79.9,63,0,8.9,AU,1672119456
352,Qiongshan,20.0058,110.3542,73.38,60,75,13.42,CN,1672119457
353,Kil,59.5072,13.314,33.69,86,16,8.05,SE,1672119457
354,Coyhaique,-45.5752,-72.0662,48.15,46,0,5.75,CL,1672119458
355,Pangai,-19.8,-174.35,84.31,70,75,6.91,TO,1672119458
356,Lata,40.1629,-8.3327,49.86,94,2,3.13,PT,1672119459
357,Yangi Marg`ilon,40.4272,71.7189,27.32,93,19,2.3,UZ,1672119460
358,Dubai,25.2582,55.3047,64.69,94,75,5.75,AE,1672119460
359,Rosarito,32.3333,-117.0333,66.67,52,100,2.46,MX,1672119314
360,Nouadhibou,20.931,-17.0347,62.58,82,71,5.75,MR,1672119461
361,Olafsvik,64.8945,-23.7142,25.0,87,100,18.25,IS,1672119462
362,Ilulissat,69.2167,-51.1,5.02,43,0,4.61,GL,1672119462
363,Thunder Bay,48.4001,-89.3168,12.18,48,100,9.22,CA,1672119463
364,Diego de Almagro,-26.3667,-70.05,57.52,66,0,2.57,CL,1672119464
365,Bataiporã,-22.2953,-53.2711,72.14,69,20,3.91,BR,1672119464
366,Doctor Juan Manuel Frutos,-25.3667,-55.8,70.75,66,28,3.83,PY,1672119464
367,Morondava,-20.2833,44.2833,81.3,56,1,1.7,MG,1672119465
368,Dingle,10.9995,122.6711,77.65,82,100,12.03,PH,1672119466
369,Punta de Bombón,-17.1717,-71.7931,70.63,85,100,7.65,PE,1672119467
370,Conceição da Barra,-18.5933,-39.7322,71.26,93,97,4.14,BR,1672119467
371,Nishihara,26.1842,127.7558,64.06,63,75,14.97,JP,1672119468
372,Labuan,5.2767,115.2417,84.56,65,20,2.3,MY,1672119468
373,Codrington,-38.2667,141.9667,100.54,20,13,12.19,AU,1672119469
374,Kozhanka,49.9793,29.7381,39.2,97,100,9.82,UA,1672119469
375,Libreville,0.3925,9.4537,78.67,86,51,4.43,GA,1672119470
376,Toropets,56.4978,31.6353,22.59,95,100,11.05,RU,1672119470
377,Mendoza,-32.8908,-68.8272,71.13,37,0,3.44,AR,1672119326
378,Severodvinsk,64.5635,39.8302,19.51,91,100,8.52,RU,1672119471
379,Tautira,-17.7333,-149.15,79.56,78,7,11.81,PF,1672119472
380,Ribeira Grande,38.5167,-28.7,60.78,76,70,14.0,PT,1672119472
381,Inhambane,-23.865,35.3833,78.78,78,40,5.75,MZ,1672119473
382,Jacksonville,30.3322,-81.6556,39.2,74,75,0.0,US,1672119363
383,Hūn,29.1268,15.9477,52.72,90,0,2.82,LY,1672119474
384,Berlevåg,70.8578,29.0864,30.15,80,88,25.32,NO,1672119474
385,Carlisle,40.2015,-77.1889,27.05,62,100,4.59,US,1672119438
386,Saint-Augustin,51.226,-58.6502,11.61,87,14,9.46,CA,1672119475
387,Wamba,8.9333,8.6,65.12,39,5,3.22,NG,1672119476
388,Guadalupe y Calvo,26.1,-106.9667,35.64,37,0,7.27,MX,1672119476
389,Bulgan,48.8125,103.5347,2.12,77,82,2.89,MN,1672119477
390,Gouré,13.9835,10.2704,57.15,33,0,12.1,NE,1672119477
391,Jászárokszállás,47.6424,19.9804,43.84,82,98,14.32,HU,1672119478
392,Shakawe,-18.3667,21.85,78.69,55,15,9.28,BW,1672119478
393,Arica,-18.475,-70.3042,68.23,83,0,1.14,CL,1672119362
394,Sakakah,29.9697,40.2064,47.77,73,78,13.91,SA,1672119480
395,San Pedro de Macorís,18.4616,-69.2972,71.73,91,0,6.71,DO,1672119481
396,Marabu,4.4148,114.0089,87.94,62,40,2.3,MY,1672119481
397,Qarqīn,37.4185,66.0436,52.14,36,100,12.12,AF,1672119482
398,Dauphin,51.1494,-100.0502,10.54,85,100,16.11,CA,1672119210
399,Darhan,49.4867,105.9228,-3.41,85,7,3.29,MN,1672119483
400,Narragansett,41.4501,-71.4495,29.82,69,75,4.61,US,1672119483
401,Muros,42.7762,-9.0603,50.29,84,28,3.13,ES,1672119484
402,Alofi,-19.0595,-169.9187,84.09,74,11,5.75,NU,1672119484
403,Chlórakas,34.8042,32.4083,45.48,66,0,3.44,CY,1672119485
404,Paoua,7.2427,16.4406,64.62,39,27,3.96,CF,1672119486
405,Roald,62.5833,6.1333,41.76,81,40,29.93,NO,1672119486
406,Biskamzha,53.4497,89.5272,19.96,94,99,2.08,RU,1672119487
407,Karnobat,42.65,26.9833,37.24,93,76,5.91,BG,1672119487
408,Manggar,-2.8833,108.2667,79.86,80,100,5.73,ID,1672119488
409,Ürümqi,43.801,87.6005,-1.25,85,75,2.24,CN,1672119424
410,Vila Franca do Campo,37.7167,-25.4333,52.21,75,19,2.33,PT,1672119489
411,Dubbo,-32.25,148.6167,93.33,14,0,8.05,AU,1672119490
412,Gijang,35.2442,129.2139,47.93,18,0,1.86,KR,1672119490
413,Locri,38.2414,16.2623,58.32,62,0,9.95,IT,1672119491
414,Chengde,40.9725,117.9361,23.65,30,17,18.32,CN,1672119492
415,College,64.8569,-147.8028,-0.08,68,100,6.91,US,1672119222
416,Nadterechnoye,43.6227,45.3397,29.28,89,90,1.77,RU,1672119493
417,İskele,39.484,26.9278,33.89,93,0,4.61,TR,1672119494
418,Airai,-8.9266,125.4092,69.4,76,100,3.22,TL,1672119495
419,Warmbad,-28.45,18.7333,73.81,29,0,3.71,NA,1672119496
420,Bezhta,42.1338,46.1283,25.92,61,47,4.97,RU,1672119497
421,Wellsford,-36.2833,174.5167,73.09,81,81,2.08,NZ,1672119498
422,Mortka,59.3322,66.0214,3.25,95,6,5.73,RU,1672119498
423,Beloha,-25.1667,45.05,84.27,60,54,6.04,MG,1672119499
424,Semīrom,31.4167,51.5667,29.34,67,18,2.77,IR,1672119500
425,Huilong,31.8111,121.655,46.53,56,10,7.61,CN,1672119500
426,Mt. Pleasant,32.7941,-79.8626,36.99,83,0,4.61,US,1672119425
427,Palembang,-2.9167,104.7458,83.08,69,100,6.4,ID,1672119502
428,Charters Towers,-20.1,146.2667,83.7,49,99,12.39,AU,1672119503
429,Olean,42.0776,-78.4297,18.28,88,97,8.23,US,1672119504
430,Wewak,-3.5534,143.6268,81.46,80,99,9.06,PG,1672119505
431,Reedley,36.5963,-119.4504,65.88,100,20,3.44,US,1672119507
432,Abu Kamal,34.4506,40.9171,53.6,67,100,7.18,SY,1672119507
433,Kaeo,-35.1,173.7833,73.33,75,66,4.74,NZ,1672119508
434,Aktau,43.65,51.2,23.58,56,58,7.65,KZ,1672119269
435,Tura,25.5198,90.2201,71.78,50,54,5.97,IN,1672119509
436,Ust-Kuyga,70.0167,135.6,-23.42,99,99,7.63,RU,1672119510
437,Aden,12.7794,45.0367,77.52,73,57,9.13,YE,1672119510
438,Salmo,49.1999,-117.2689,40.08,88,100,3.13,CA,1672119511
439,The Valley,18.217,-63.0578,79.11,78,7,22.62,AI,1672119511
440,Yamada,39.4667,141.95,45.1,57,35,3.29,JP,1672119512
441,Ballina,-28.8667,153.5667,79.79,69,22,10.98,AU,1672119512
442,Ørje,59.4802,11.6602,34.14,76,49,10.4,NO,1672119514
443,Sawākin,19.1059,37.3321,71.67,43,1,12.55,SD,1672119514
444,Dondo,-19.6094,34.7431,80.11,62,32,0.63,MZ,1672119515
445,Pisco,-13.7,-76.2167,69.85,88,0,5.75,PE,1672119516
446,Fairbanks,64.8378,-147.7164,-0.06,68,100,6.91,US,1672119333
447,Klaksvík,62.2266,-6.589,29.32,65,98,18.88,FO,1672119516
448,Buritis,-15.6178,-46.4233,67.87,98,100,2.1,BR,1672119517
449,Mbanza-Ngungu,-5.25,14.8667,67.57,91,90,1.36,CD,1672119517
450,Bellingham,48.7595,-122.4882,47.21,94,100,13.0,US,1672119518
451,Medina del Campo,41.3124,-4.9141,46.0,89,12,4.94,ES,1672119518
452,Port Lincoln,-34.7333,135.8667,79.34,54,69,4.92,AU,1672119519
453,Cocal,-28.6167,-49.35,65.93,99,100,1.43,BR,1672119519
454,Shima,24.4478,117.8111,64.42,49,0,6.87,CN,1672119520
455,Sørland,67.667,12.6934,40.86,75,100,9.51,NO,1672119520
456,Malanje,-9.5402,16.341,64.29,94,100,2.73,AO,1672119521
457,Savannah Bight,16.45,-85.85,76.98,78,19,16.4,HN,1672119522
458,Arkhangelsk,64.5401,40.5433,19.51,93,100,4.47,RU,1672119522
459,Broome,42.2506,-75.833,21.97,78,100,8.05,US,1672119523
460,Margate,51.3813,1.3862,40.69,86,14,14.81,GB,1672119524
461,Lanas,12.0495,121.9185,79.12,70,100,21.47,PH,1672119524
462,Havøysund,70.9963,24.6622,34.03,76,94,22.57,NO,1672119525
463,Coos Bay,43.3665,-124.2179,59.99,90,100,18.41,US,1672119263
464,Cedar Rapids,42.0083,-91.6441,0.01,88,0,3.0,US,1672119389
465,Sai Buri,6.7013,101.6168,85.71,62,100,6.15,TH,1672119526
466,Sumbe,-11.2061,13.8437,77.32,82,95,3.85,AO,1672119526
467,Xiongyue,40.1774,122.1228,24.89,44,4,10.25,CN,1672119527
468,Cairns,-16.9167,145.7667,81.1,91,100,6.91,AU,1672119527
469,Kérouané,9.2667,-9.0167,65.23,34,24,3.33,GN,1672119528
470,Port-Gentil,-0.7193,8.7815,78.76,94,40,2.3,GA,1672119528
471,Evensk,61.95,159.2333,9.64,66,93,13.42,RU,1672119529
472,La Rochelle,46.1667,-1.15,42.87,100,100,6.91,FR,1672119529
473,Bonavista,48.6499,-53.1147,29.25,64,7,21.52,CA,1672119530
474,Sola,-13.8833,167.55,82.22,74,78,9.04,VU,1672119530
475,Chapais,49.7834,-74.8492,2.98,98,100,6.49,CA,1672119531
476,Isangel,-19.55,169.2667,82.67,72,100,7.02,VU,1672119531
477,Solnechnyy,50.7214,136.6319,11.68,98,62,3.42,RU,1672119532
478,Dakar,14.6937,-17.4441,67.08,68,76,14.88,SN,1672119532
479,Choctaw,35.4976,-97.2689,21.7,72,0,5.75,US,1672119446
480,Maurānwān,26.4333,80.8833,48.24,31,0,7.94,IN,1672119533
481,Gīdolē,5.65,37.3667,66.88,40,97,3.29,ET,1672119534
482,Aklavik,68.2191,-135.0107,-17.82,98,100,9.84,CA,1672119534
483,Marzuq,14.4,46.4667,71.65,48,6,1.99,YE,1672119535
484,Leningradskiy,69.3833,178.4167,-15.66,97,44,4.63,RU,1672119535
485,Wah,33.798,72.6957,58.14,21,43,6.67,PK,1672119536
486,Concarneau,47.875,-3.9225,47.82,76,95,9.13,FR,1672119537
487,Nueve de Julio,-35.4444,-60.8831,63.97,66,4,1.01,AR,1672119460
488,Hailey,43.5196,-114.3153,33.66,84,0,6.91,US,1672119538
489,Adrar,20.5022,-10.0711,58.78,27,1,15.77,MR,1672119538
490,Arrecife,28.963,-13.5477,71.58,56,100,26.46,ES,1672119539
491,Romny,50.751,33.4747,32.49,98,100,14.61,UA,1672119540
492,Setermoen,68.861,18.3486,19.36,88,99,9.15,NO,1672119541
493,Obihiro,42.9172,143.2044,33.21,85,10,1.36,JP,1672119541
494,Atar,20.5169,-13.0499,60.01,27,4,3.67,MR,1672119542
495,Pochutla,15.7432,-96.4661,72.82,62,32,3.65,MX,1672119543
496,Lanzhou,36.0564,103.7922,27.3,31,79,2.35,CN,1672119543
497,Wajima,37.4,136.9,39.88,100,75,3.44,JP,1672119493
498,Meadow Lake,34.8014,-106.5436,44.13,55,99,4.85,US,1672119544
499,Kéfalos,36.7453,26.9589,57.42,62,0,13.58,GR,1672119545
500,Quelimane,-17.8786,36.8883,80.55,89,40,10.36,MZ,1672119545
501,Necochea,-38.5473,-58.7368,61.68,56,1,15.03,AR,1672119428
502,Staroye Drozhzhanoye,54.7266,47.5677,1.4,100,100,4.25,RU,1672119546
503,Nador,35.174,-2.9287,53.85,100,40,2.3,MA,1672119547
504,Lermontovka,47.1453,134.3383,13.17,91,98,2.04,RU,1672119547
505,Hirara,24.8,125.2833,68.27,56,40,13.8,JP,1672119548
506,Itarema,-2.9248,-39.9167,78.22,76,56,12.39,BR,1672119320
507,Mercedes,-34.6515,-59.4307,64.04,55,0,6.76,AR,1672119549
508,Morant Bay,17.8815,-76.4093,71.71,81,11,9.01,JM,1672119549
509,Gizo Government Station,-8.103,156.8419,84.42,72,100,11.5,SB,1672119551
510,Kununurra,-15.7667,128.7333,91.38,62,40,12.66,AU,1672119552
511,Pandan Niog,6.2282,120.5631,80.22,82,99,16.84,PH,1672119552
512,Priargunsk,50.3691,119.1012,0.72,95,100,2.8,RU,1672119553
513,Okha,53.5739,142.9478,0.14,87,27,15.1,RU,1672119554
514,Salinas,36.6777,-121.6555,56.5,84,100,9.22,US,1672119368
515,Mehamn,71.0357,27.8492,30.11,86,90,13.8,NO,1672119555
516,Jacareacanga,-6.2222,-57.7528,71.71,99,99,1.5,BR,1672119555
517,Aquidauana,-20.4711,-55.7872,75.07,72,21,2.1,BR,1672119424
518,Río Gallegos,-51.6226,-69.2181,41.05,70,0,25.32,AR,1672119313
519,Ascension,30.2169,-90.9001,47.05,69,0,0.0,US,1672119557
520,Sabha,27.0377,14.4283,52.68,79,0,7.29,LY,1672119558
521,Riviere-au-Renard,48.9957,-64.3971,14.29,81,58,6.38,CA,1672119559
522,Buraidah,26.326,43.975,46.85,46,36,18.14,SA,1672119560
523,Belfast,54.5833,-5.9333,37.99,92,75,9.22,GB,1672119560
524,Pasān,22.85,82.2,77.4,41,2,5.66,IN,1672119561
525,Aromashevo,56.8602,68.6375,19.18,94,100,4.43,RU,1672119562
526,Novikovo,51.1537,37.8879,34.0,99,100,9.17,RU,1672119563
527,Naze,28.3667,129.4833,58.12,67,71,9.86,JP,1672119563
528,Boqueirão,-7.5,-36.1333,71.15,91,64,5.5,BR,1672119564
529,Matara,5.9485,80.5353,83.19,69,14,7.16,LK,1672119564
530,Viedma,-40.8135,-62.9967,68.76,57,53,23.82,AR,1672119565
531,Marsh Harbour,26.5412,-77.0636,69.35,89,100,18.66,BS,1672119335
532,Otradnoye,59.7775,30.8181,21.25,90,68,11.92,RU,1672119567
533,La Santisima Trinidad,-14.8333,-64.9,72.27,97,96,3.0,BO,1672119568
534,Taoudenni,22.6783,-3.9836,60.15,29,0,10.31,ML,1672119569
535,Clarence Town,-32.5833,151.7833,85.6,36,0,11.48,AU,1672119569
536,Ambatondrazaka,-17.8333,48.4167,74.7,62,68,4.14,MG,1672119569
537,Bijie,27.3125,105.2942,33.3,94,100,5.1,CN,1672119570
538,Rawson,-43.3002,-65.1023,59.94,71,94,16.75,AR,1672119570
539,Katherine,-14.4667,132.2667,93.52,55,40,4.61,AU,1672119571
540,Khulo,41.644,42.3129,37.98,97,100,2.93,GE,1672119572
541,Saint-François,46.4154,3.9054,39.67,100,75,3.44,FR,1672119339
542,Bela,25.9333,81.9833,67.05,26,0,9.91,IN,1672119573
543,Deputatsky,69.3,139.9,-21.05,92,94,4.59,RU,1672119574
544,Teya,60.3778,92.6267,13.8,90,100,9.22,RU,1672119574
545,Mackay,-21.15,149.2,83.68,74,26,24.38,AU,1672119575
546,Asău,46.4333,26.4,29.32,91,100,6.49,RO,1672119575
547,Cururupu,-1.8283,-44.8683,75.2,89,100,2.98,BR,1672119576
548,Karasjok,69.4719,25.5112,24.1,89,100,14.72,NO,1672119576
549,Anadyr,64.75,177.4833,10.9,72,5,31.32,RU,1672119577
550,Oodweyne,9.4092,45.064,71.2,58,56,5.17,SO,1672119577
551,Pori,61.4833,21.7833,23.07,86,100,12.66,FI,1672119578
552,Beringovskiy,63.05,179.3167,6.62,87,100,19.28,RU,1672119578
553,Luanda,-8.8368,13.2343,77.0,83,40,1.14,AO,1672119579
554,Praia da Vitória,38.7333,-27.0667,55.76,82,0,11.43,PT,1672119580
555,Okahandja,-21.9833,16.9167,71.04,29,4,2.57,NA,1672119581
556,Mawlaik,23.6333,94.4167,79.86,37,8,1.45,MM,1672119582
557,Mopti,14.6667,-4.0,66.58,26,65,9.84,ML,1672119582
558,Sandpoint,48.2766,-116.5533,38.44,94,100,4.61,US,1672119536
559,Kirakira,-10.4544,161.9205,82.72,75,99,5.75,SB,1672119583
560,Vostok,46.4856,135.8833,11.71,93,94,3.15,RU,1672119584
561,Comodoro Rivadavia,-45.8667,-67.5,48.06,49,0,2.3,AR,1672119584
562,Porto Velho,-8.7619,-63.9039,73.45,94,0,0.0,BR,1672119585
563,Tāybād,34.74,60.7756,46.54,68,8,8.08,IR,1672119586
564,Mount Gambier,-37.8333,140.7667,94.3,23,54,6.4,AU,1672119586
565,Singaparna,-7.3515,108.111,80.28,72,100,1.14,ID,1672119586
566,Erechim,-27.6342,-52.2739,59.56,96,1,3.42,BR,1672119587
567,Bairnsdale,-37.8333,147.6167,84.06,58,6,5.01,AU,1672119588
568,Hilton Head,32.2163,-80.7526,36.99,78,0,1.01,US,1672119517
569,Faya,18.3851,42.4509,53.71,73,33,5.26,SA,1672119589
570,Karakol,42.4907,78.3936,24.76,60,7,0.85,KG,1672119589
571,High Level,58.5169,-117.136,-11.09,84,100,4.61,CA,1672119590
572,Kampot,10.6167,104.1833,86.05,49,73,9.48,KH,1672119590
573,Phonhong,18.5007,102.4166,79.27,45,12,2.71,LA,1672119591
574,Sambava,-14.2667,50.1667,80.71,69,5,8.63,MG,1672119591
575,Arroyo de la Encomienda,41.6096,-4.7969,47.59,91,75,5.75,ES,1672119592
576,Alta Floresta,-9.8756,-56.0861,70.79,99,100,3.42,BR,1672119592
577,Upington,-28.4478,21.2561,71.98,33,0,3.44,ZA,1672119593
578,Vanimo,-2.6741,141.3028,80.89,85,100,7.25,PG,1672119593
579,Tainan City,22.9908,120.2133,76.78,33,20,3.44,TW,1672119594
580,Linxia Chengguanzhen,35.6003,103.2064,25.93,34,95,3.27,CN,1672119594
581,Mnogovershinnyy,53.9353,139.9242,-2.96,89,14,4.29,RU,1672119595
